,product,review_rating,review_text,word_count,Text,neg,neu,pos,compound,Sentiment
1390,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,there heating issues but camera better expected,13,there heating issue but better expected,0.0,0.565,0.435,0.5927,Positive
1391,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best product 1number,5,1number,0.0,1.0,0.0,0.0,Positive
1392,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,loved new nord i bought blue one around 22k possible discounts great value money,22,loved new nord bought blue around 22k possible discount great value money,0.0,0.464,0.536,0.886,Positive
1393,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent mobile my son happy i,13,excellent mobile my son happy,0.0,0.288,0.712,0.8126,Positive
1394,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phon price,8,phon price,0.0,1.0,0.0,0.0,Positive
1395,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,after long tym nearly 15 yrs i changed brand choice samsung one plus nord awesome,22,after long tym nearly 15 yr changed brand choice samsung plus nord awesome,0.0,0.745,0.255,0.6249,Positive
1396,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,worth money there issues regarding phone according best phone year superb oxygen os camera quality also,30,worth money there issue regarding according year superb oxygen o also,0.0,0.6,0.4,0.7184,Positive
1397,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,value money phone best cameras segment best display price range finger print also fast best package 28k,29,value money camera segment display price range finger print also fast package 28k,0.0,0.833,0.167,0.34,Positive
1398,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,display 1010,4,display 1010,0.0,1.0,0.0,0.0,Positive
1399,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice mobile bluetooth connectivity poor,9,nice mobile bluetooth connectivity poor,0.348,0.337,0.315,-0.0772,Negative
1400,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good perform,4,perform,0.0,1.0,0.0,0.0,Positive
1401,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprint unlock fast,6,fingerprint unlock fast,0.0,1.0,0.0,0.0,Positive
1402,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,all fentestic phone price,9,all fentestic price,0.0,1.0,0.0,0.0,Positive
1403,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,finally joined redcable family classic one,9,finally joined redcable family classic,0.0,1.0,0.0,0.0,Positive
1404,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great productvalue moneyfeels premium,7,great productvalue moneyfeels premium,0.0,0.423,0.577,0.6249,Positive
1405,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,super picture quality,6,super picture,0.0,0.204,0.796,0.5994,Positive
1406,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone range 12 gb 256 gb best combination,15,range 12 gb 256 gb combination,0.0,1.0,0.0,0.0,Positive
1407,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera betterfingerlock also betterbut battery better also bad view medium,19,betterfingerlock also betterbut better also bad view medium,0.282,0.484,0.234,-0.1531,Negative
1408,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,want day day phone one surely like,16,want day day surely like,0.0,0.23,0.77,0.6908,Positive
1409,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,this device beasteverything perfect uh r pubg player itgraphics beasti give 100 5 stars,28,this device beasteverything perfect uh r pubg player itgraphics beasti give 100 5 star,0.0,0.778,0.222,0.5719,Positive
1410,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,faster fingerprint reader battery life better extraordinary using gcam gives effect stock camera simply nice one,24,faster fingerprint reader life better extraordinary using gcam give effect stock simply nice,0.0,0.659,0.341,0.6908,Positive
1411,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera quality good this device operated oxygen os much better operating systems,21,this device operated oxygen o much better operating system,0.0,0.734,0.266,0.4404,Positive
1412,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent mobile excellent performance,7,excellent mobile excellent performance,0.0,0.213,0.787,0.8126,Positive
1413,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything good camera could better no serious display issues,14,everything could better no serious display issue,0.0,0.548,0.452,0.4805,Positive
1414,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good moblie,4,moblie,0.0,1.0,0.0,0.0,Positive
1415,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,pretty much everything u could ask pretty great price,14,pretty much everything u could ask pretty great price,0.0,0.364,0.636,0.8885,Positive
1416,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,perfect phone,4,perfect,0.0,0.0,1.0,0.5719,Positive
1417,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,silky smooth afraid blue marbel color unboxing look cool premium segment phone thanks 1 amazon go 12256 version,27,silky smooth afraid blue marbel color unboxing look cool premium segment thanks 1 amazon go 12256 version,0.0,0.67,0.33,0.7096,Positive
1418,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camerascreenfingerprintcharging speed nice battery littel side everything battery spotless,24,camerascreenfingerprintcharging speed nice littel side everything spotless,0.0,0.682,0.318,0.4215,Positive
1419,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,really good phone price segment initially i gives bad review but changing using 3 days nice phone,26,really price segment initially give bad review but changing using 3 day nice,0.133,0.649,0.218,0.3506,Positive
1420,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery could powerful,7,could powerful,0.0,0.263,0.737,0.4215,Positive
1421,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,display performance superb camera upto mark but cannot ask price 27999,23,display performance superb upto mark but cannot ask price 27999,0.0,0.779,0.221,0.3716,Positive
1422,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,finger print one fast battery life goodwrap charger wowcamera quality betterother wise premium feeling,20,finger print fast life goodwrap charger wowcamera betterother wise premium feeling,0.0,0.662,0.338,0.5574,Positive
1423,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,there dust inside nords camera lenses,15,there dust inside nords lens,0.0,1.0,0.0,0.0,Positive
1424,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall good buy camera need improve,10,overall buy need improve,0.0,0.508,0.492,0.4404,Positive
1425,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good experience,4,experience,0.0,1.0,0.0,0.0,Positive
1426,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice problem im facing battery drainage lil faster although im 247 phone user so mine drains faster other wise camera impressive,27,nice problem im facing drainage lil faster although im 247 user so mine drain faster other wise impressive,0.104,0.541,0.355,0.7579,Positive
1427,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall performance quality osm,7,overall performance osm,0.0,1.0,0.0,0.0,Positive
1428,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera 45,4,45,0.0,1.0,0.0,0.0,Positive
1429,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,really go oneplus nard doubt,11,really go nard doubt,0.48,0.52,0.0,-0.4144,Negative
1430,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprints reader battery life camera perfect no lag playing pubg hard games performance also perfect,23,fingerprint reader life perfect no lag playing pubg hard game performance also perfect,0.146,0.392,0.462,0.8148,Positive
1431,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything quite good value money no disappointments,11,everything quite value money no disappointment,0.0,0.311,0.689,0.6867,Positive
1432,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice hope match hype,8,nice hope match hype,0.0,0.26,0.74,0.6908,Positive
1433,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,oneplus brand known unmatched performance,14,brand known unmatched performance,0.302,0.698,0.0,-0.0772,Negative
1434,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprint scanner great,6,fingerprint scanner great,0.0,0.328,0.672,0.6249,Positive
1435,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,phone awesome its giving premium feeling oxygen os best,13,awesome it giving premium feeling oxygen o,0.0,0.333,0.667,0.7906,Positive
1436,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,oneplus nord good midrange phone,9,nord midrange,0.0,1.0,0.0,0.0,Positive
1437,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone price,7,price,0.0,1.0,0.0,0.0,Positive
1438,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one best phone 30k segment,10,30k segment,0.0,1.0,0.0,0.0,Positive
1439,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent nightscape battery life improve macro camera nice oxygen os overall good experience,19,excellent nightscape life improve macro nice oxygen o overall experience,0.0,0.427,0.573,0.8555,Positive
1440,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,value money,5,value money,0.0,0.294,0.706,0.34,Positive
1441,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,765g better performance oxygen os plastic frame disappointingbetter rear selfie camera except macro camera,21,765g better performance oxygen o plastic frame disappointingbetter rear selfie except macro,0.0,0.791,0.209,0.4404,Positive
1442,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,not every app viewed full screen landscape mode may fixed updates,20,not every app viewed full screen landscape mode may fixed update,0.0,1.0,0.0,0.0,Positive
1443,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything good ill rate mobile 455,12,everything ill rate mobile 455,0.412,0.588,0.0,-0.4215,Negative
1444,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awesome product range,8,awesome range,0.0,0.196,0.804,0.6249,Positive
1445,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing really best smartphone price oneplus,15,amazing really smartphone price,0.0,0.441,0.559,0.5859,Positive
1446,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall good intense gaming cameras pretty good battery backup last one day but pricing little expensive,23,overall intense gaming camera pretty backup last day but pricing little expensive,0.0,0.755,0.245,0.3071,Positive
1447,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,superb oneoneplus wow,7,superb oneoneplus wow,0.0,0.112,0.888,0.836,Positive
1448,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,worth buying,4,worth buying,0.0,0.345,0.655,0.2263,Positive
1449,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,i love phone every thing good amazon got late delivering i happy late,27,love every thing amazon got late delivering happy late,0.0,0.385,0.615,0.8625,Positive
1450,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall nice experience far optimal width handholding slightly bulky lower width make better hold,21,overall nice experience far optimal width handholding slightly bulky lower width make better hold,0.096,0.497,0.408,0.7414,Positive
1451,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,i like one dislike problem give speed sim data network insert sim devices good working,32,like dislike problem give speed sim data network insert sim device working,0.315,0.536,0.149,-0.4215,Negative
1452,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprint took 2 sec open thats phones battery life moderate count camera wonderful capturing,27,fingerprint took 2 sec open thats phone life moderate count wonderful capturing,0.0,0.748,0.252,0.5719,Positive
1453,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera quality super,5,super,0.0,0.0,1.0,0.5994,Positive
1454,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,offter 10days use mobile,7,offter 10days use mobile,0.0,1.0,0.0,0.0,Positive
1455,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good game best battery camera ever good im happy,15,very game ever im happy,0.0,0.519,0.481,0.5719,Positive
1456,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery life low compensated super charging speed performance camera quality good feels good,21,life low compensated super charging speed performance feel,0.175,0.5,0.325,0.4215,Positive
1457,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,fingerprint little bit slowbut negligable,7,fingerprint little bit slowbut negligable,0.0,1.0,0.0,0.0,Positive
1458,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,everything awesomebut camera quality improve morebut side i lovedthis product mucchhh,19,everything awesomebut improve morebut side lovedthis mucchhh,0.0,0.674,0.326,0.4404,Positive
1459,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,typical oneplus quality great phone worth,9,typical great worth,0.0,0.143,0.857,0.7184,Positive
1460,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
1461,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good,3,,0.0,0.0,0.0,0.0,Positive
1462,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,finger print phone battery drain fast camera good appreciated,22,finger print drain fast appreciated,0.0,0.548,0.452,0.5106,Positive
1463,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,performance good display good camera good software good battery good else expect device,21,performance display software else expect device,0.0,1.0,0.0,0.0,Positive
1464,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,face unlock good at time 15 days google play store isnt working didnt download app,25,face unlock at time 15 day google play store isnt working didnt download app,0.0,0.844,0.156,0.34,Positive
1465,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,as name suggest one plus overall best phonethe battery charges 0to100in 40mins,19,a name suggest plus overall phonethe charge 0to100in 40mins,0.0,1.0,0.0,0.0,Positive
1466,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,battery fingerprint reader good camera quality ok but superb,16,fingerprint reader ok but superb,0.0,0.293,0.707,0.8047,Positive
1467,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one best phone oneplus,9,,0.0,0.0,0.0,0.0,Positive
1468,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good phone handy light weight,10,very handy light weight,0.0,1.0,0.0,0.0,Positive
1469,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,the best smartphone 30k price segmentcamera quality goodultra smooth smartphonespeakers loud cleargood job oneplus,21,the smartphone 30k price segmentcamera goodultra smooth smartphonespeakers loud cleargood job,0.0,1.0,0.0,0.0,Positive
1470,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,really love best phon price range oxygen os performance azm thankz amazon,20,really love phon price range oxygen o performance azm thankz amazon,0.0,0.592,0.408,0.7346,Positive
1471,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,worth buying nice sound quality quality snaps taken very fast processor i writing review using month,28,worth buying nice sound snap taken very fast processor writing review using month,0.0,0.701,0.299,0.5719,Positive
1472,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good choice not changing phone regularly smooth functioning well routine work like browsing social website gaming etc,21,choice not changing regularly smooth functioning well routine work like browsing social website gaming etc,0.0,0.739,0.261,0.5574,Positive
1473,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,picture quality excellent one day battery life finger print sensor excellent overall phone excellent good,25,picture excellent day life finger print sensor excellent overall excellent,0.0,0.387,0.613,0.9022,Positive
1474,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,superb mobile,4,superb mobile,0.0,0.196,0.804,0.6249,Positive
1475,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice product best price seller one plus fans its 5g phone best value money,18,nice price seller plus fan it 5g value money,0.0,0.444,0.556,0.7579,Positive
1476,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,overall good,4,overall,0.0,1.0,0.0,0.0,Positive
1477,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,can mindblowing experience n nightscape super n performance know one plus,17,can mindblowing experience n nightscape super n performance know plus,0.0,0.698,0.302,0.5994,Positive
1478,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,finger print reader far compared back positioned one,15,finger print reader far compared back positioned,0.0,1.0,0.0,0.0,Positive
1479,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very nice mobile phone highly recommend purchase,11,very nice mobile highly recommend purchase,0.0,0.405,0.595,0.7083,Positive
1480,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,the rear camera good front camera ok ok,15,the rear front ok ok,0.0,0.405,0.595,0.5267,Positive
1481,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best mid range smartphone compact features,9,mid range smartphone compact feature,0.0,1.0,0.0,0.0,Positive
1482,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,elegant smart fast,5,elegant smart fast,0.0,0.147,0.853,0.7003,Positive
1483,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice oneplus nord i happy,10,nice nord happy,0.0,0.133,0.867,0.7579,Positive
1484,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,this phone simple definition value money,12,this simple definition value money,0.0,0.625,0.375,0.34,Positive
1485,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,an rounder phone great performance display,11,an rounder great performance display,0.0,0.494,0.506,0.6249,Positive
1486,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good camera quality superb,6,superb,0.0,0.0,1.0,0.6249,Positive
1487,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera improved aftr recent upgrades still needs improve morebattery life pretty decent fingerprint reader z pretty fast,24,improved aftr recent upgrade still need improve morebattery life pretty decent fingerprint reader z pretty fast,0.0,0.492,0.508,0.9081,Positive
1488,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,the best mid range 5g phone one flaw battery drains rapidly compared oneplus phones need improve,28,the mid range 5g flaw drain rapidly compared phone need improve,0.0,0.775,0.225,0.4404,Positive
1489,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing phone love nobody equal oneplus,10,amazing love nobody equal,0.0,0.2,0.8,0.8402,Positive
1490,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best user interface oxygen os good neat,12,user interface oxygen o neat,0.0,0.571,0.429,0.4588,Positive
1491,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone eva u never regret buying,11,eva u never regret buying,0.0,0.632,0.368,0.3252,Positive
1492,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,a good compact phone oxgyen os,10,a compact oxgyen o,0.0,1.0,0.0,0.0,Positive
1493,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice products,4,nice product,0.0,0.263,0.737,0.4215,Positive
1494,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,my 4th oneplus phone never fails amaze all apps working superfast even fortnite works well,18,my 4th never fails amaze all apps working superfast even fortnite work well,0.165,0.579,0.256,0.1486,Positive
1495,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good phone price point but needs improvement otherwise phone good very handy hand feel amazing,26,price point but need improvement otherwise very handy hand feel amazing,0.0,0.365,0.635,0.9425,Positive
1496,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,this amazing product outstanding battery life camera quality many updated features loved must go,24,this amazing outstanding life many updated feature loved must go,0.0,0.374,0.626,0.9136,Positive
1497,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,liked,4,liked,0.0,0.0,1.0,0.4215,Positive
1498,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,the camera awesome like pro model one plus except curve display blue colour looks amazing,25,the awesome like pro model plus except curve display blue colour look amazing,0.0,0.49,0.51,0.886,Positive
1499,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,phone overall good builty quality superb i cant expect much one plus great experience nord,24,overall builty superb cant expect much plus great experience nord,0.0,0.494,0.506,0.8481,Positive
1500,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good nice product range,9,very nice range,0.0,0.393,0.607,0.4754,Positive
1501,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,phone amazing must buy price,10,amazing must buy price,0.0,0.441,0.559,0.5859,Positive
1502,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good mobile low prise thank oneplus,13,mobile low prise thank,0.318,0.303,0.379,0.1027,Positive
1503,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice mobile received early,7,nice mobile received early,0.0,0.517,0.483,0.4215,Positive
1504,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,totally excitedperfect designcamera awesomewide angle selfie nicelight weight,12,totally excitedperfect designcamera awesomewide angle selfie nicelight weight,0.0,1.0,0.0,0.0,Positive
1505,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,writing review using 1 month mobile it performing commendably every field camera processorbattery life etc,24,writing review using 1 month mobile it performing commendably every field processorbattery life etc,0.0,1.0,0.0,0.0,Positive
1506,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,awasome phone received earlier promised good packing although white cover looks good grey phone cover also slippery,26,awasome received earlier promised packing although white cover look grey cover also slippery,0.0,0.748,0.252,0.4019,Positive
1507,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good finger print reader good battery life best thing software experience along speed,21,very finger print reader life thing software experience along speed,0.0,1.0,0.0,0.0,Positive
1508,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice pick delivered within 24 hour till working smoothly prefered samsung m51 and happy,21,nice pick delivered within 24 hour till working smoothly prefered samsung m51 and happy,0.0,0.649,0.351,0.7579,Positive
1509,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,excellent speed performance meets need 1 full day battery life,15,excellent speed performance meet need 1 full day life,0.0,0.684,0.316,0.5719,Positive
1510,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best phone daily usage certain software issues solved updates overall worth,24,daily usage certain software issue solved update overall worth,0.0,0.496,0.504,0.6249,Positive
1511,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,latest best phone no problem,7,latest no problem,0.0,0.47,0.53,0.3089,Positive
1512,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one best mid range phone cameras r fantastic disappointed macro camera,18,mid range camera r fantastic disappointed macro,0.265,0.427,0.308,0.128,Positive
1513,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,great performanceliked camerasound quality good good phone must buy,15,great performanceliked camerasound must buy,0.0,0.494,0.506,0.6249,Positive
1514,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,nice quality nice,6,nice nice,0.0,0.0,1.0,0.6808,Positive
1515,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one best phone far price range,13,far price range,0.0,1.0,0.0,0.0,Positive
1516,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,very good product battery performance good,10,very performance,0.0,1.0,0.0,0.0,Positive
1517,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best mid ranger phone but need improvement,9,mid ranger but need improvement,0.0,0.5,0.5,0.6124,Positive
1518,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good product,4,,0.0,0.0,0.0,0.0,Positive
1519,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,no battery backup battery charging decrease fast,10,no backup charging decrease fast,0.355,0.645,0.0,-0.296,Negative
1520,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,product really goodcamera quality war goodtouch also goodlook awesomeit first time oneplus experienceoverall good,22,really goodcamera war goodtouch also goodlook awesomeit first time experienceoverall,0.317,0.683,0.0,-0.6344,Negative
1521,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,op nord gives satisfaction i expected butt battery optimization little bad results battery draining,24,op nord give satisfaction expected butt optimization little bad result draining,0.192,0.479,0.329,0.3167,Positive
1522,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,good phone good experience oxigen os,10,experience oxigen o,0.0,1.0,0.0,0.0,Positive
1523,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,feels great hand performance smooth sound good,13,feel great hand performance smooth sound,0.0,0.354,0.646,0.8074,Positive
1524,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazingbang price great phonejust love,9,amazingbang price great phonejust love,0.0,0.265,0.735,0.8519,Positive
1525,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,i would leave feedback one line phone perfectly balanced things,22,would leave feedback line perfectly balanced thing,0.115,0.481,0.404,0.6124,Positive
1526,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one plus nord mobile good camera k mobile usage k charge quick loss quickly charge fulled battery life worst,24,plus nord mobile k mobile usage k charge quick loss quickly charge fulled life worst,0.33,0.67,0.0,-0.7506,Negative
1527,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,using op5 better upgrade cannot say evryone yeah product good,27,using op5 better upgrade cannot say evryone yeah,0.175,0.556,0.269,0.2528,Positive
1528,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,best features,4,feature,0.0,1.0,0.0,0.0,Positive
1529,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,one plus nord good device good performence,11,plus nord device performence,0.0,1.0,0.0,0.0,Positive
1530,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,brilliant one,4,brilliant,0.0,0.0,1.0,0.5859,Positive
1531,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,camera quality good nightscep mode epic battery life average one day backup,19,nightscep mode epic life average day backup,0.0,1.0,0.0,0.0,Positive
1532,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5,amazing phone 1 really great processor superb camera quality long lasting battery life i loved,24,amazing 1 really great processor superb long lasting life loved,0.0,0.267,0.733,0.9549,Positive
